comment,emotion,rate
"Klimatyczne miejsce, może nie ma 200 mkw, ale nie o powierzchnie chodzi tylko o smak - który jest mistrzowski ! Z czystym sumieniem polecam Pizzerie",positive,5
"Lubię pizze , nawet bardzo. Tutaj pizza jest wyśmienita i ceny są normalne. Pyszna, prawdziwa, włoska pizza. Dzięki!",positive,5
"... I muszę stwierdzić, że jest to jedna z najlepszych jakie napotkałem. Ciasto z grubymi brzegami jest znakomite, składniki co najmniej dobre, bardzo dobre soki w butelkach. Lokal malutki ale kameralny, czasem trzeba czekac ns miejsce. Obsługa bardzo fajna, miejsce ma swój klimat. Odwiedzę ponownie...Więcej",positive,5
"Pyszna pizza na cienkim cieście, bardzo mocno zbliżona do włoskich smaków. Miejsce bardzo przyjemne. Polecam wszystkim amatorom prawdziwej pizzy.",positive,5
"Pizza fenomenalna, zdecydowanie najlepsze ciasto w całym Wrocławiu. 5+/5, Plus za możliwość przyjścia ze swoim winem!",positive,5
"Rewelacyjna pizza, świeże produkty, bardzo szybko podana, dużo różnych smakowych oliw do wyboru. Polecam.",positive,5
"Bardzo dobra włoska pizza, minus za brak talerzyków dla kilku osób i toalety. Ceny dość wysokie biorąc pod uwagę aranżację i samoobsługę.",positive,4
"Ciasto wyśmienite,każdy na pewno wybierze swoją ulubioną. Oliwy do wyboru, zioła w doniczkach, pychota. Obsługa super.
Lokal malutki ale podobno na dniach zostanie przeniesiony- nie mogę się doczekać! Zawsze, gdy jadę do Wrocławia odwiedzam to miejsce. Polecam!",positive,5
"Pizza wyśmienita, od razu widać, ze właściciel wie co to znaczy prawdziwa włoska pizza, w której ciasto ma niebagatelne znaczenie. Ciasto dobrze wyrośnięte, ani trochę nie gumiaste, sos o smaku pomidorów a nie dlugogotowanego przecieru. Dla znawców tematu - ideał. Dla dzieci też super.",positive,5
"Wspaniała pizza!
Najlepsza mąka gruboziarnista. Ciasto- idealna grubość i spieczenie.
Świetne składniki i dobre kompozycje.
Podają oliwy smakowe.
Zdecydowanie to jedna za najlepszych pizzy, jakie jadłem w kraju i poza.
Zawsze tam wracam gdy jestem w okolicy, pomimo ciasnoty, braku miejsc i toalety.
Cieszę się...Więcej",positive,5
"Pizzernia mała ale przytulna, obsługa miła. Ciasto pizzy bardzo dobre, cienkie, chrupiące. Niestety składniki do pizzy średniej jakości co psuje smak całości...A mogło być super. Może coś się zmieni:)",positive,3
"Pizza dobra, na cienkim cieście, ale jedliśmy lepsze z pieca kamiennego. Lokal bardzo mały (4 stoliki), brak toalety. Miejsce nadaje się tylko, żeby zjeść i od razu wyjść. Plastikowe sztućce, plus za oliwę do pizzy.",positive,3
"Wspaniałe chrupiące i cienkie ciasto, wysokiej klasy dodatki.Polecam gorąco wszystkim smakoszom pizzy :-)",positive,5
"Pizza przepyszna, sosy także. Atmosfera bardzo fajna, personel pomocny. Jestem wybredna a tutaj byłam miłe zaskoczona. Polecam bardzo.",positive,4
"Pizza jedna z lepszych, bardzo dobre ciasto, mila obsługa, jedyny minus to bardzo bardzo maly lokal. Ogolnie polecam ! Nawet bardzo polecam ;)",positive,4
"Wpadliśmy tam przy zwiedzaniu Wroclawia. Rzeczywiscie sam lokal nie rzuca na kolana, mało stolików, ciasno. Za to pizza jest doskonała, a ciasto najlepsze, jakie jedliśmy do tej pory - a proszę mi uwierzyć jemy często pizzę w różnych miejscach. Polecamy. W sumie fajne klimatyczne miejsce",positive,5
"Same plusy:
-pizza (smak, szczegolnie sos)
-obsluga
-cena
-lokalizacja
Minusy:
-malutki, ale kameralny lokal",positive,5
"Raczej mniejszy bar niż restauracja, ale bardzo sympatyczny. Pizza w włoskim stylu, cienkie, chrupiące na brzegach ciasto i smaczne, świeże dodatki, do tego pyszne oliwy smakowe. Sympatyczna atmosfera mimo, że ciasno i trzeba było czekać na stolik.",positive,4
"Pizza tygodnia była bardzo dobra, ciasto wzór! Ciasny lokal oraz brak toalet, jednak chusteczki nawilżone sprawdziły się jako alternatywa do mycia rąk! Brak sosów jak najbardziej na plus, nie można popsuć smaku pizzy, oliwa wystarczy!",positive,4
Najlepsza pizza we Wrocławiu. Super obsluga i każdemu polecam. Byłem ostatnio ze znajomymi i w przestepnej cenie zjedliśmy wspaniałą włoska kolację,positive,5
"Pizza smaczna, jakość dodatków i ich ilość nie powala. Sam lokal raczej nie zachęca do jedzenia. Przy takich cenach nie mam większych uwag.",positive,3
Lokal totalnie mnie zaskoczył mimo że niepozornie wygląda.Bardzo miła obsługa i pyszna pizza. REWELACJA.,positive,5
"Najlepsza pizza jaką w życiu jadłem. Przepyszne ciasto, świeże składniki. Mega miła obsługa. Do tego niewygórowane ceny i wspaniały zapach!",positive,5
"Supercienkie ciasto, delikatne, chrupiące. Siewierze składniki dobrej jakości, świeże zioła, mozzarella - nie ser żółty i oliwa z oliwek jako dodatek, a nie jakiś keczup czy majonez czosnkowy (fuuuuj!!!).
Wszystko na poczekaniu, od reki, prosto z gorącego pieca i z uśmiechem pizzaiolo.
Fantastico!
Średnia cena...Więcej",positive,5
"Jeśli jesteś autem- nie ryzykuj..nie zaparkujesz nigdzie (chyba,że jesteś z Wrocławia i wiesz co i jak) Jeśli chcesz skorzystać do łazienki to możesz skorzystać w pobliskim Mariocie..hmm pan w graniaku Cię zaprowadzi..
Powiecie pizza jest ważna a nie jakieś wc itp okej - pizza 3/5...Więcej",positive,3
"Pizza jest zdecydowanie przepyszna - cienkie i chrupkie ciasto, pyszne dodatki - prawdziwa szynka, duuuużo sera. Zaletą jest również dobra lokalizacja - 5 minut od Głównego Rynku. Jedyny minus to nieco mało miejsca w środku, często można trafić na kolejkę oczekujących, aby usiąść przy stoliku....Więcej",positive,5
"Malutki lokal z przemiła obsługa, która chetnie doradzi.Pizza przepyszna - brawo za bardzo idealne ciasto!
Polecamy :)",positive,5
"Świetna pizza we włoskim stylu ,idealne ciasto ,znakomita obsługa,która dba o zadowolenie klienta.Polecam!",positive,5
"Potrójnie najlepsza! Kameralna i skromna atmosfera, bardzo dobre jakościowe składniki i niesamowity smak. Do tego pizzaiolo Sebastiano, który to wszystko stworzył. Gratulujemy i życzymy sobie i właścicielom utrzymania standardu.",positive,5
"Fantastyczne ciasto , cieniutkie , najlepsza we Wrocławiu. Mało miejsca wiec nie planować na duże rodzinne wypady ;-) lepiej na wyjos",positive,5
"Niepozorne miejsce kryje w sobie przepyszna pizze! Cieniutkie ciasto, dobre jakościowo składniki, krótki czas oczekiwania :)",positive,5
"Nie dość, że to chyba najlepsza pizza (co za ciasto!), jaką jadłem w Polsce, to Panowie wprowadzają swoim zachowaniem i obsługą naprawdę świetną atmosferę.
Bardzo dobre ceny to kolejny atut.
Brak toalety- ale wszystko inne rekompensuje tę niedogodność.
Wrócę tam odwiedzając ponownie Wrocław, oby jak...Więcej",positive,5
Jedliśmy milion pizzy w różnych miejscach ale ta zdecydowanie jest nr 1 idealna pod każdym względem. Wracamy tam dziś na obiad :),positive,5
"Od ostatniej wizyty ścisłe podium na mapie wrocławskich pizzerii. Niesamowity klimat w lokalu, potęgowany pracą pizzaiolo znających się na rzeczy :) Malutki lokal, gdzie trzeba odstać w kolejce po zamówienie, ale jak najbardziej warto! Genialne ciasto, wysokiej jakości składniki, super podejście do klienta :) Zdecydowanie...Więcej",positive,5
Bezapelacyjnie najlepsza pizza w mieście. Potem przerwa i Piec na Szewskiej oraz VaffaNapoli (choć o dziwo wyraźnie słabsza niż Piec).,positive,5
"Miejsce małe, ale za to klimat wspaniały, luźny. Jeżeli nie ma miejsca, warto zaczekać albo wziąść że sobą i zjeść na ławce ☺ Pizza jak zawsze rewelacja.
Polecam",positive,5
"Pizzeria w dobrej lokalizacji, blisko centrum. Niestety w środku dosyć mało miejsca, lepiej brać na wynos lub zamawiać z dowozem. Brak ogródka. Pizza bardzo dobra! Ceny przystępne.",positive,4
"Ze znanych mi miejsc to najlepsza pizzeria we Wrocławiu. Super obsługa, ciasto do pizzy takie, jakiego nie ma nigdzie indziej. Plus za ""pizzę tygodnia"", której nie ma w regularnym menu 🙂",positive,5
"Generalnie nie jest to restauracja a bardziej budka z pizza, tyle że jest w małej kanciapce w której niestety nie ma nawet toalety. Pierwsze wrażenie średnie. Karta krótka, ale kompozycje zachęcają do spróbowania kilku rodzajów pizzy. Do tego pisze sezonowe spoza karty. Obsługa miła i...Więcej",positive,5
"Mała knajpka, pyszna pizza, bardzo fajna obsługa mówiąca po włosku. Pizza smaczna nie przekombinowana. Do poprawki oliwy z czosnkiem.. były kwaśne ... poza tym gorąco polecam :)",positive,4
Bardzo dobra pizza jeszcze lepsza obsługa nawet pozwolili przynieść swoje piwo bo oni nie sprzedają.Polecam wszystkim,positive,5
Polecam pizza nad bardzo dobrym cienkim cieście składniki swieze i pizza przygotowana bardzo szybko następnym razem na pewno też ją odwiedzimy,positive,5
"Pizza przepyszna, a cenowo wychodzi naprawdę atrakcyjnie bo około 20-25 złotych płacimy za jedną. Obsługa przemiła. Plusem również jest to że pizza jest przygotowywana w dosłownie kilka minut. Lokal mały, ale czysty i przy miłej obsłudze nie czujemy potrzeby chowania się.",positive,5
"Wracam raz na jakiś czas gdy jestem w pobliżu. Bardzo dobra pizza, ale jak już przewinęło się w komentarzach nie najlepsza we Wrocławiu.",positive,4
"Pyszna włoska pizza, przemiła obsługa ! :) Pizza robiona na oczach gości. Dobre ciasto, świeże składniki.",positive,5
Pizza poprawna aczkolwiek bez szału. Plusem jest bardzo krótki czas oczekiwania. Nie ma rozmiarów pizzy oraz brak możliwości podziału pizzy na 2 rodzaje,positive,3
"Bardzo dobra, włoska pizza, godna polecenia, ale moim zdaniem są lepsze we Wrocławiu :)
Poza tym na minus bardzo mało miejsca w lokalu, szefostwo powinno postarać się o zdecydowanie większy lokal. Obsługa super.",positive,4
"Jedzenie bardzo smaczne, jak na jakość potraw ceny bardzo przyzwoite lokal bardzo czysty i mily dla oczu",positive,5
Pizza na najwyższym poziomie. Już na samym wejściu chce się pozostać w lokalu - Panowie z obsługi bardzo życzliwi i uśmiechnięci. Pizza w smaku rewelacyjna - mnie zachwyciła pizza Mamilu z kremem z dyni - nigdy wcześniej nie jadłam takiej kombinacji smaków - dla mnie...Więcej,positive,5
"Bardzo dobra pizza, szeroki wybór, znakomite oliwy. Lokal niepozorny, plastikowe sztućce i bardzo mało miejsca. Wszystko to rekompensuje bardzo dobra pizza na chrupiącym cieście. Krótki czas oczekiwania. Jesli odwiedzę kolejny raz Wrocław to na pewno tu zawitam ponownie.",positive,5
"Zamówiliśmy margheritę na dwie osoby. Rozmiar w sam raz na lekki obiad dla pary, ale głodomorek może się nie najeść. Bardzo smaczne, cienkie ciasto, właściwie mus pomidorowy jako sos i świeża bazylia. Pychota!",positive,5
"Małe klimatyczne miejsce z genialną pizzą, super pizza z sosem z dynii, szynka pierwsza klasa, generalnie warto odwiedzić :)",positive,5
Miły pan trzasnął nam drzwiami przed nosem i zmienił karteczkę na zamknięte .Dziękujemy za miłe wspomnienia z Wrocławia. Powodzenia Panowie!Więcej,positive,1
"Trafiliśmy tu z chłopakiem za sprawą licznych pozytywnych opinii dotyczących tego miejsca i zdecydowanie nie żałujemy wyboru. Pizza wyśmienita, jednogłośnie stwierdziliśmy, że była to najlepsza włoska pizza, jakiej próbowaliśmy. Naprawdę warto!",positive,5
"Pyszna! Dokładnie taka powinna być prawdziwa włoska pizza. Spróbowałam Quatro fromagi - cudo! Cieniutkie, chrupiące ciasto i aromatyczne sery. Sos pomidorowy czuć że naturalny.
Sama knajpka malutka, wystrój średni, ale obsługa na plus, sympatyczna. Nie powiedziałabym że jest to tania pizza (28 zł średniego rozmiaru)...Więcej",positive,5
"Ciasto jest cienkie i chrupiące. Pizza z salami dosyć pikantna, bardzo smaczna. Lokal mały, bez kelnerów, obrusów itp.Miejsce konieczne do odwiedzenia.",positive,5
"Pizza - rewelacja. Naprawdę warto spróbować, w moim rankingu najlepsza we Wrocławiu. Lokal mały i przyjście z 4-osobowa rodzina to wyzwanie. W naszym przypadku musieliśmy sobie poradzić na dwóch krzesłach. Ale wybierzemy się znowu, bo warto.
Pizza na szóstkę, czekamy na pomysł nowej, większej lokalizacji!",positive,5
Próbowaliśmy Margherita i quattro fromaggi - obie pyszne. Cienkie i chrupiące ciasto . Pizze na innych stołach wyglądały równie smakowicie. Miejsce niewielkie. Ceny zaczynają się od 17 PLN. Warto.,positive,5
"Bardzo dobra pizza. Mały lokal, proste menu. Świeże i aromatycze. Tutaj postawiono po prostu na smak.",positive,5
"Bardzo dobra pizza na idealnym chrupiacym ciescie, chłopaki z obsługi nie do zastąpienia, krotki czas oczekiwania😎",positive,5
"Po prostu rewelacja.
Wysoka ocena jak najbardziej zasłużona. Malutki lokal że świetną pizzą.
Polecam",positive,5
"Potwierdzamy wszystkie pozytywne opinie o tej małej pizzerii.
Obsługa bardzo pozytywna.
MEDITERANEA - obecnie najlepsza pizza jaka miałem okazje próbować.
Polecam !",positive,5
"Mały kameralny lokal, ze świetną pizza w przystępnej cenie, obsługa na pełnym luzie + dobry funk w tle.",positive,4
"Mała knajpka, z paroma stolikami, ale coz wiecej przy pizzy usiasc i zjesc. Pizze na swiezo wypiekane, za szyba Pan podrzuca pizze niczym we wloskiej knajpce. Do tego swieza baYlia i oliwa. Pizza pycha, nie trzeba na nia dlugo czekac. Brak lazienki, ale za to...Więcej",positive,5
"Pizza bardzo dobra, że świeżymi, aromatycznymi składnikami. Jak dla mnie idealne jest ciasto. Obsługa bardzo mila, widać że wiedzą co robią, mają wiedzę na temat używanych produktów. Jedyny minusik to niewielka ilość miejsca ale jest tak przytulnie i miło że nie zwraca sie na to...Więcej",positive,5
"Kucharz za szybką podrzuca ciasto, pani kelnerka dzieli się radami co i jak najsmaczniej zjeść. Miło i smacznie. Brak toalety w środku i niezbyt dużo miejsca ale warto odwiedzić ten lokal! Cenny pizzy 23-30 zł.",positive,5
"Pizza jak należy, dobra oliwa, a przede wszystkim szybko i tanio. Jedyny minus, to brak toalety :/ Mimo to polecam!",positive,4
"Bardzo miła obsługa. Widać, że chłopki robią to z pasji. Na pizze nie czekaliśmy długo. Sama pizza wyśmienita, przygotowana na naszych oczach z naprawdę dobrych jakościowo składników. Polecam",positive,5
Super pizza świeża i wypieczona. Próbowaliśmy cztery rodzaje i wszystkie wyśmienite! Lokal malutki ale jedzenie najwyższych lotów. Polecam.,positive,5
"Doskonała pizza Diavola, super serwis szybko tanio smaczne. Miła obsługa i profesjonalny serwis, widać że im zależy. Polecam!",positive,5
"Jedna z najlepszych pizzeri w mieście, trzeba koniecznie się przejść i sprawdzić samemu. Gorąco polecam",positive,5
"Pizza jedna z lepszych jakie jadłem. Ciasto włoskie, składniki świeże. Bardzo miła obsługa, ceny dobre w stosunku do jakości. Lokal co prawda mały ale przez to bardzo przyjemny.",positive,5
"Pizza super, obsługa super, cieniutkie ciasto, lokal mały ale bez problemu znaleźliśmy stolik, polecam",positive,5
"Nic specjalnego szczególnie za tą cenę, lokal malutki bez klimatu raczej nastawiony na pizze na wynos. Ogólne wrażenie niespecjalnem cena nie adekwatna do jakości. W rynku czy pod nasypem za to samo ma się więcej.",positive,3
"W zeszłą sobotę byliśmy gośćmi u Panów na Krupniczej. Wspaniały pobyt - wyśmienite jedzenie, wspaniała atmosfera, panujący luz, ale czujesz się jako gość. Ogromny przekrój klienteli świadczy o tym, że te placki, które wypiekają chłopaki są po prostu rewelacyjne, a przy tak przystępnej cenie jest...Więcej",positive,5
"Przepyszna pizza, ciasto wręcz idealne, miła obsługa, chłopaki uśmiechnięci i pozytywni - o to chodzi w jedzeniu! :)
Polecamy!",positive,5
"Zawitaliśmy w drodze na starówkę w związku z deszczem. Pizza przepyszna! Cienkie ciasto, pyszne dodatki, oliwa smakowa w kilku wariantach, a pizza Quatro fromaggi - najlepsza jaką w życiu jadłam. Obsługa bardzo miła, a atmosfera luźna. Wszystko na plus!",positive,5
"Kierując się opiniami zdecydowaliśmy się zawitać w tej pizzerii. Atmosfera super luźna. Pizza dokładnie taka jaka lubię. Cienkie ciasto, świetnie wypieczona, i zamiast sosu pomidorowego coś nowego- krem z dyni. Gorąco polecam, i na pewno przy następnym pobycie we Wrocławiu ponownie zawitam. A ceny przystępne.",positive,5
"Pizza bardzo dobra! Lokal malutki, zaledwie dla kilku osób. Ze względu na brak alkoholu w menu właściciele sami zaproponowali przyniesienie własnych napojów alkoholowych. Bardzo miłe zaskoczenie! Bardzo miła atmosfera, godny polecenia z czystym sumieniem.",positive,5
"Prawdziwie włoska, neapolitańska pizza! Uwielbiam :) lokal malutki, z pewnością przydałoby się więcej stolików :) bardzo przyjazna, swobodna atmosfera.",positive,5
"Świetna pizza i obsługa !
Szybko i smacznie, ze świeżych składników , dlatego tez nie mają owoców morza.
Trochę mało miejsca, ale to nie przeszkadza.
Wg mnie jedna z lepszych włoskich pizzerii we Wrocławiu .",positive,5
"Odwiedziłam Wrocław i kolejny raz pojechałam na pizze .Chćiałam się przekonać czy smakuje tak samo ...okazało się ,że pizza jest pyszna .Nigdzie nie jadłam tak wyśminitej pizzy .Obsługa pizzerii jest bardzo sympatyczna .Brawo chłopaki za tak fajną atmosferę .Polecam w 100% .W niedługim czasie znowu...Więcej",positive,5
Mały lokal ale z bardzo fajnym klimatem i zakręconą obsługą. Jedna z najlepszych i najsmaczniejsza pizza jaką jadlem. Do tego bardzo dobra oliwa.,positive,5
"Pozycja 14. Mamilu z kremem dyniowym, boczkiem i parmezanem, moja jedyna i najszczersza miłość 🍕🍕🍕",positive,5
"super!! :) w warszawie takiej nie znalazłam :) szybko, tanio i na rewelacyjnym cieście :) panowie bardzo mili, na pewno wrócimy!",positive,5
"Polecam szczególnie pizze tygodnia, my mieliśmy ze szparagami, mozzarellą, cheddarem i sosem truflowym :) :)",positive,5
"Bardzo dobra pizza, super ciasto, świeże dodatki. Mały lokal ale udało się znaleźć miejsce. Dzieciom też smakowało.",positive,5
"Pizza mega smaczna! Rewelacyjne ciasto, mozzarella z kulki, dodatki na najwyższym poziomie. Sympatyczna obsługa, krótka rozmowa, i czujesz się "" jak w knajpie u znajomych "". Trafiłem tam dzięki TripAdvisor i opinii z hotelowej recepcji. Każdemu kto odwiedza Wrocław polecam to miejsce, mimo że ciasne,...Więcej",positive,5
"Pizza naprawdę we włoskim stylu,ciasto super cienkie nie łamiące się,dodatki rewelacja,mikroskopijna ilość stolików,ale warto zaczekać ,nawet w deszczu🙂,gorąco polecamy!",positive,5
"Dzięki innym opiniom dzisiaj tam dotarłem i niezawiodlem się. Panowie Pizzermen sympatyczni, komunikatywni a sama Pizza Niebo w Gębie.
Włosi mogą tu przyjeżdżać i uczyć się. 😊 Klasa sama w sobie!
P O L E C A M!",positive,5
"Plusy:
-Cena
-Smak (chyba własne sosy pomidorowe)
-""lajtowa"" obsługa
-Placenie po zjedzeniu
-lokalizacja
Minusy:
-Maly lokal",positive,5
"Niech nie zwiedzie nikogo maleńki lokal tej pizzeri. W środku jest zaledwie parę stolików, do tego łatwo przejść obok i jej nawet nie zauważyć ale jeśli traficie to nie rozczarujecie się. Na oczach klientów robiona jest świeża i pyszna pizza za małe pieniądze.
Polecam.",positive,5
"Bardo niepozorny lokal, wygląda trochę jak mała budka z kebabem. Weszliśmy tam rozczarowani cenami pobliskich lokali, z nadzieją, że zjemy tam cokolwiek. A tu od progu uderza nas zapach świeżo wypieczonego ciasta i pysznego sosu pomidorowego. Pizza rewelacja! Chrupiące ciasto i duuużo świeżych dodatków. Plus...Więcej",positive,5
"Świetna pizza, naprawde dawno nie jadłem tak smacznej pizzy. Szkoda, że tak daleko mieszkam bo na pewno bym często odwiedzał!",positive,5
"Lokal mini, ale pizza mega, bardzo kontaktowa obsługa, fajna atmosfera, polecam każdemu, pizzę dostałem zanim dobrze wybrałem picie i zasiadłem przy stoliku - nie wiem czy to trwało 5 minut.",positive,5
"Pierwszego dnia zjedliśmy kompozycje bardziej wypasione, po czym tylko na spróbowanie, zamówiliśmy klasyczną Margheritę.
Następnego dnia zamówiliśmy już łącznie 5 takich pizz. Przepyszny sos, świetne ciasto które aż miło chrupie przy każdym kęsie, pyszny ser no i oliwy do kompletu.
Myślę że każda kolejna wizyta...Więcej",positive,5
"Będąc przy okazji we Wrocławiu, postanowiliśmy odwiedzić tę Pizzerię. Do lokalu trafiliśmy bez problemu, po wejściu napotkaliśmy mały lokal, bardzo, bardzo mały (dosłownie 4 stoliki). Opinie sprawiły, że postanowiliśmy poczekać 30min na stolik. Od tego momentu było coraz lepiej. Bardzo miła obsługa, lokal fajnie urządzony,...Więcej",positive,4
"Bardzo dobre, cienkie ciasto..malutki lokalik lecz pizza pyszna, warto skosztować..obsługa pozytywnie zakręcona ;)",positive,5
"Swietny lokal, Bardzo nam smakowalo. Czas oczekiwania tez super. Na pewno wrocimy. Obsluga na medal.",positive,5
"Genialna pizza. Kapitalna, swobodna atmosfera. Krótki czas oczekiwania. Mój brzuch kocha tę pizzę, szczególnie Diavolę (3) i Medi (16).",positive,5
"Najlepsza pizza we Wrocławiu. Wspaniałe składniki oraz ciasto, oliwa w ciekawych smakach i świetna obsługa.",positive,5
"Super opcja na przerwę podczas zwiedzania! Pizza jest pyszna i na bardzo dobrych jakościowo składnikach! Strzał w 10! Lokal mały, ale smak wszystko wynagradza.",positive,5
"Malutki lokal w ogóle nie wygląda na to że za chwilę wyląduje pizza na stole, ale jaka pizza najlepsza jaką jadłem do tej pory , a jadłem w wielu miastach Polski, pozycja obowiązkowa na mapie Wrocławia, a co do Panów za barem ;) , mają...Więcej",positive,5
Polecam wizytę w tym małym acz zacnym lokalu. Pizza wyborna i niebanalna - kto by pomyślał o kremie z dyni zamiast sosu pomidorowego?? Warto przełamać stereotypy i spróbować np. pizza of the week. Polecam poszukiwaczom smaku!,positive,5
"Najlepsza pizza jaka jadłem w Polsce. Świetna obsługa, bardzo fajny klimat, oryginalna włoska receptura",positive,5
"Pizza byla ok, jednak duzy minus za niepotrzebny komentarz Pana, ktory tam pracuje. Zapytalam o toalete, po czym uslyszalam, czy przyszlismy tutaj jesc, czy isc do toalety.. moim zdaniem nie wypada czegos takiego mowic, tym bardziej kobiecie w ciazy, dla ktorej faktycznie moze byc to...Więcej",positive,3
Będąc we Wrocławiu na jeden dzień spacerując po Wrocławiu natknęłam sie na ta malutka ale jakże przytulna i miła pizzerie ! Pyszna pizza panowie kucharze cud miód malina ! Życze zeby wam sie lokal rozkręcał i jeszcze wiecej klientów przybywało do was ❤wszystko na szóstkę...Więcej,positive,5
"Pizza bardzo smaczna. Na cienkim, chrupiacym ciescie, czyli tak jak lubię ;) Podana w niesamowicie szybkim tempie przez bardzo miła obsługę. Co prawda lokal jest mały ale nie jest to dla mnie minus. Serdecznie polecam :)",positive,5
"Pizza świetna. Cienkie chrupiące ciasto, super sos pomidorowy, doskonałe składniki. Obsługa super sympatyczna, żarty na każdym kroku. Miejsce warte odwiedzenia. Super klimat lokalu choć na mały minus bardzo mało miejsca w środku. polecam",positive,5
"Pizza jest bardzo dobra, odpowiednio wyważone składniki, chrupiące ciasto, dokładnie takie jakie oczekuje się od włoskiej pizzy. Obsługa bardzo sympatyczna (przynajmniej ta, na którą ja trafiłem). Minusem jest mały lokal, więc jest trochę ciasno i tłoczno. No i te plastikowe sztućce, które się łamią i...Więcej",positive,4
"Pizza jest po prostu niesamowicie dobra, szczegolnie ciasto, cienkie ale dosc twarde, bardzo chrupiace krawedzie.
Poszlismy skuszeni opiniami na TA, poczatek nie za dobry, lokal nie wyglada najlepiej i nie ma ubikacji, co w przypadku wizyty z malymi dziecmi nie jest wygodne. Bardzo malo miejsca...Więcej",positive,5
"Ciasto cienkie, dodatki swieze w odpowiedniej ilosci (nie zalewaja ciasta) sos pyszny. Dawno nie jadlem tak dobrej pizzy!",positive,5
"Pizza naprawdę dobra ale niestety warunki lokalowe nie pozwalają na więcej, ani miejsca, ani wystroju, ani wina. Niestety nie można tego nazwać restauracją. Jeśli chcesz zjeść i iść dalej to OK. Jeśli chcesz z kimś usiąść i spędzić chwilę to nie tu.",positive,3
Swietna pizza a jeszcze bardziej swietna obsługa :) chlopaki trzymajcie tak dalej :) polecam szczególnie tym ktorzy sa pizzamaniakami.,positive,5
"Pizza smaczna Włoska ale talerzyki papierowe i sztućce plastikowe słabej jakości , widelec w trakcie krojenia wyłamał się i wylądował w przełyku!",positive,3
"Bardzo dobra włoska pizza, świeże składniki, cienkie i smaczne ciasto. Mały lokal, więc może być problem z miejscem (nie ma możliwości rezerwacji), ale akurat nam udało się dostać. Polecamy :-)",positive,5
"Pyszna pizza, szybko podana, obsługa super, lokal mały, ale bardzo przyjemny. Polecam wszystkim miłośnikom pizzy 🍕❤",positive,5
"Pyszna pizza, zrobiona przez najmilszą usługę , na stole pojawiła sie błyskawicznie. Palce Lizac! Świetna muzyka na miejscu, co prawda maly ale bardzo klimatyczny lokal",positive,5
"Najlepsza pizza we Wrocławiu ! Lokal jest mały, ale bardzo przytulny, czuć w nim prawdziwy włoski klimat pizzy. Jest pyszna, na cienkim cieście, ok. 10 rodzai do wyboru. Obsługa jest bardzo miła i kontaktowa, chętnie poleca i proponuje klientom różne kombinacje. Moje ulubione pizzowego miejsce...Więcej",positive,5
